state,line,our_serff_tracking_number,our_subsidiary,our_effective_date,our_impact,our_policyholders,matched_ambest_subsidiary,ambest_effective_date,ambest_impact,ambest_policyholders,agreed_subsidiary,agreed_impact,agreed_eff_date,agreed_policyholders,match_strength
NV,PPA,SFMA-134076824,State Farm Mutual Automobile Insurance Company,02/13/2025,0.053%,12302,State Farm Mutual Automobile Insurance Company,02/13/25,0.053,12302,True,True,True,True,direct
NV,PPA,SFMA-134207336,State Farm Fire and Casualty Company,01/30/2025,5.562%,14992,State Farm Fire and Casualty Company,01/30/25,5.562,14992,True,True,True,True,direct
NV,PPA,SFMA-134207336,State Farm Mutual Automobile Insurance Company,01/30/2025,8.451%,471771,State Farm Mutual Automobile Insurance Company,01/30/25,8.451,471771,True,True,True,True,direct
NV,PPA,SFMA-134207352,State Farm Fire and Casualty Company,01/30/2025,3.928%,988,State Farm Fire and Casualty Company,01/30/25,3.928,988,True,True,True,True,direct
NV,PPA,SFMA-134207352,State Farm Mutual Automobile Insurance Company,01/30/2025,0.935%,12302,State Farm Mutual Automobile Insurance Company,01/30/25,0.935,12302,True,True,True,True,direct
NV,PPA,SFMA-134293428,State Farm Fire and Casualty Company,06/10/2025,0.000%,19632,State Farm Fire and Casualty Company,05/27/25,0.0,19632,True,True,False,True,date_relaxed
NV,PPA,SFMA-134293428,State Farm Mutual Automobile Insurance Company,06/10/2025,0.000%,461410,State Farm Mutual Automobile Insurance Company,05/27/25,0.0,461410,True,True,False,True,date_relaxed
NV,PPA,SFMA-134576755,State Farm Fire and Casualty Company,01/02/2026,2.861%,20202,State Farm Fire and Casualty Company,01/02/26,2.861,20202,True,True,True,True,direct
NV,PPA,SFMA-134576755,State Farm Mutual Automobile Insurance Company,01/02/2026,2.694%,464314,State Farm Mutual Automobile Insurance Company,01/02/26,2.694,464314,True,True,True,True,direct
NV,PPA,SFMA-134657574,State Farm Fire and Casualty Company,01/02/2026,-0.001%,1098,,,,,,,,,none
NV,PPA,SFMA-134657574,State Farm Mutual Automobile Insurance Company,01/02/2026,0.000%,12013,,,,,,,,,none
NV,PPA,SFMA-134207400,State Farm Fire and Casualty Company,01/30/2025,15.049%,89,State Farm Fire and Casualty Company,01/30/25,15.049,89,True,True,True,True,reclassified
NV,PPA,SFMA-134207400,State Farm Mutual Automobile Insurance Company,01/30/2025,10.492%,23890,State Farm Mutual Automobile Insurance Company,01/30/25,10.492,23890,True,True,True,True,reclassified
NV,PPA,SFMA-134207394,State Farm Fire and Casualty Company,01/30/2025,9.953%,60,State Farm Fire and Casualty Company,01/30/25,9.953,60,True,True,True,True,reclassified
NV,PPA,SFMA-134207394,State Farm Mutual Automobile Insurance Company,01/30/2025,9.987%,3997,State Farm Mutual Automobile Insurance Company,01/30/25,9.987,3997,True,True,True,True,reclassified
